1538.000000,1.7610E-007,1538.000000,1.7610E-007,1538.000000,1.7610E-007
1538.050000,2.0560E-007,1538.050000,2.0560E-007,1538.050000,2.0560E-007
1538.100000,2.2120E-007,1538.100000,2.2120E-007,1538.100000,2.2120E-007
1538.150000,2.3990E-007,1538.150000,2.3990E-007,1538.150000,2.3990E-007
1538.200000,2.3960E-007,1538.200000,2.3960E-007,1538.200000,2.3960E-007
1538.250000,2.4350E-007,1538.250000,2.4350E-007,1538.250000,2.4350E-007
1538.300000,1.8320E-007,1538.300000,1.8320E-007,1538.300000,1.8320E-007
1538.350000,2.3100E-007,1538.350000,2.3100E-007,1538.350000,2.3100E-007
1538.400000,2.6210E-007,1538.400000,2.6210E-007,1538.400000,2.6210E-007
1538.450000,2.5850E-007,1538.450000,2.5850E-007,1538.450000,2.5850E-007
1538.500000,1.8890E-007,1538.500000,1.8890E-007,1538.500000,1.8890E-007
1538.550000,1.9690E-007,1538.550000,1.9690E-007,1538.550000,1.9690E-007
1538.600000,1.8340E-007,1538.600000,1.8340E-007,1538.600000,1.8340E-007
1538.650000,1.7260E-007,1538.650000,1.7260E-007,1538.650000,1.7260E-007
1538.700000,1.8710E-007,1538.700000,1.8710E-007,1538.700000,1.8710E-007
1538.750000,2.2860E-007,1538.750000,2.2860E-007,1538.750000,2.2860E-007
1538.800000,2.0200E-007,1538.800000,2.0200E-007,1538.800000,2.0200E-007
1538.850000,2.5280E-007,1538.850000,2.5280E-007,1538.850000,2.5280E-007
1538.900000,2.2270E-007,1538.900000,2.2270E-007,1538.900000,2.2270E-007
1538.950000,2.3250E-007,1538.950000,2.3250E-007,1538.950000,2.3250E-007
1539.000000,2.2690E-007,1539.000000,2.2690E-007,1539.000000,2.2690E-007
1539.050000,2.5760E-007,1539.050000,2.5760E-007,1539.050000,2.5760E-007
1539.100000,1.6880E-007,1539.100000,1.6880E-007,1539.100000,1.6880E-007
1539.150000,2.5160E-007,1539.150000,2.5160E-007,1539.150000,2.5160E-007
1539.200000,2.4560E-007,1539.200000,2.4560E-007,1539.200000,2.4560E-007
1539.250000,2.2070E-007,1539.250000,2.2070E-007,1539.250000,2.2070E-007
1539.300000,2.7090E-007,1539.300000,2.7090E-007,1539.300000,2.7090E-007
1539.350000,2.4710E-007,1539.350000,2.4710E-007,1539.350000,2.4710E-007
1539.400000,2.8400E-007,1539.400000,2.8400E-007,1539.400000,2.8400E-007
1539.450000,2.3360E-007,1539.450000,2.3360E-007,1539.450000,2.3360E-007
1539.500000,2.2770E-007,1539.500000,2.2770E-007,1539.500000,2.2770E-007
1539.550000,2.3380E-007,1539.550000,2.3380E-007,1539.550000,2.3380E-007
1539.600000,2.2650E-007,1539.600000,2.2650E-007,1539.600000,2.2650E-007
1539.650000,2.3610E-007,1539.650000,2.3610E-007,1539.650000,2.3610E-007
1539.700000,2.3030E-007,1539.700000,2.3030E-007,1539.700000,2.3030E-007
1539.750000,2.1550E-007,1539.750000,2.1550E-007,1539.750000,2.1550E-007
1539.800000,2.3360E-007,1539.800000,2.3360E-007,1539.800000,2.3360E-007
1539.850000,2.0620E-007,1539.850000,2.0620E-007,1539.850000,2.0620E-007
1539.900000,2.8200E-007,1539.900000,2.8200E-007,1539.900000,2.8200E-007
1539.950000,2.1400E-007,1539.950000,2.1400E-007,1539.950000,2.1400E-007
1540.000000,2.0010E-007,1540.000000,2.0010E-007,1540.000000,2.0010E-007
1540.050000,2.3680E-007,1540.050000,2.3680E-007,1540.050000,2.3680E-007
1540.100000,2.0470E-007,1540.100000,2.0470E-007,1540.100000,2.0470E-007
1540.150000,2.9960E-007,1540.150000,2.9960E-007,1540.150000,2.9960E-007
1540.200000,1.7390E-007,1540.200000,1.7390E-007,1540.200000,1.7390E-007
1540.250000,2.7190E-007,1540.250000,2.7190E-007,1540.250000,2.7190E-007
1540.300000,2.4290E-007,1540.300000,2.4290E-007,1540.300000,2.4290E-007
1540.350000,2.1440E-007,1540.350000,2.1440E-007,1540.350000,2.1440E-007
1540.400000,2.3570E-007,1540.400000,2.3570E-007,1540.400000,2.3570E-007
1540.450000,2.7790E-007,1540.450000,2.7790E-007,1540.450000,2.7790E-007
1540.500000,2.7210E-007,1540.500000,2.7210E-007,1540.500000,2.7210E-007
1540.550000,2.4650E-007,1540.550000,2.4650E-007,1540.550000,2.4650E-007
1540.600000,2.8990E-007,1540.600000,2.8990E-007,1540.600000,2.8990E-007
1540.650000,2.1200E-007,1540.650000,2.1200E-007,1540.650000,2.1200E-007
1540.700000,2.5370E-007,1540.700000,2.5370E-007,1540.700000,2.5370E-007
1540.750000,2.8920E-007,1540.750000,2.8920E-007,1540.750000,2.8920E-007
1540.800000,2.5180E-007,1540.800000,2.5180E-007,1540.800000,2.5180E-007
1540.850000,2.6490E-007,1540.850000,2.6490E-007,1540.850000,2.6490E-007
1540.900000,1.6890E-007,1540.900000,1.6890E-007,1540.900000,1.6890E-007
1540.950000,2.0010E-007,1540.950000,2.0010E-007,1540.950000,2.0010E-007
1541.000000,2.9980E-007,1541.000000,2.9980E-007,1541.000000,2.9980E-007
1541.050000,2.7360E-007,1541.050000,2.7360E-007,1541.050000,2.7360E-007
1541.100000,2.7590E-007,1541.100000,2.7590E-007,1541.100000,2.7590E-007
1541.150000,2.8430E-007,1541.150000,2.8430E-007,1541.150000,2.8430E-007
1541.200000,2.9210E-007,1541.200000,2.9210E-007,1541.200000,2.9210E-007
1541.250000,3.1650E-007,1541.250000,3.1650E-007,1541.250000,3.1650E-007
1541.300000,3.0210E-007,1541.300000,3.0210E-007,1541.300000,3.0210E-007
1541.350000,2.2580E-007,1541.350000,2.2580E-007,1541.350000,2.2580E-007
1541.400000,3.0910E-007,1541.400000,3.0910E-007,1541.400000,3.0910E-007
1541.450000,3.0050E-007,1541.450000,3.0050E-007,1541.450000,3.0050E-007
1541.500000,3.0610E-007,1541.500000,3.0610E-007,1541.500000,3.0610E-007
1541.550000,2.5010E-007,1541.550000,2.5010E-007,1541.550000,2.5010E-007
1541.600000,2.8170E-007,1541.600000,2.8170E-007,1541.600000,2.8170E-007
1541.650000,2.5710E-007,1541.650000,2.5710E-007,1541.650000,2.5710E-007
1541.700000,2.9980E-007,1541.700000,2.9980E-007,1541.700000,2.9980E-007
1541.750000,3.5290E-007,1541.750000,3.5290E-007,1541.750000,3.5290E-007
1541.800000,3.6570E-007,1541.800000,3.6570E-007,1541.800000,3.6570E-007
1541.850000,3.6250E-007,1541.850000,3.6250E-007,1541.850000,3.6250E-007
1541.900000,3.1200E-007,1541.900000,3.1200E-007,1541.900000,3.1200E-007
1541.950000,3.6240E-007,1541.950000,3.6240E-007,1541.950000,3.6240E-007
1542.000000,2.5250E-007,1542.000000,2.5250E-007,1542.000000,2.5250E-007
1542.050000,3.2180E-007,1542.050000,3.2180E-007,1542.050000,3.2180E-007
1542.100000,2.7440E-007,1542.100000,2.7440E-007,1542.100000,2.7440E-007
1542.150000,3.3220E-007,1542.150000,3.3220E-007,1542.150000,3.3220E-007
1542.200000,2.9220E-007,1542.200000,2.9220E-007,1542.200000,2.9220E-007
1542.250000,3.4250E-007,1542.250000,3.4250E-007,1542.250000,3.4250E-007
1542.300000,3.6200E-007,1542.300000,3.6200E-007,1542.300000,3.6200E-007
1542.350000,3.2800E-007,1542.350000,3.2800E-007,1542.350000,3.2800E-007
1542.400000,3.0670E-007,1542.400000,3.0670E-007,1542.400000,3.0670E-007
1542.450000,3.3180E-007,1542.450000,3.3180E-007,1542.450000,3.3180E-007
1542.500000,3.6720E-007,1542.500000,3.6720E-007,1542.500000,3.6720E-007
1542.550000,3.6220E-007,1542.550000,3.6220E-007,1542.550000,3.6220E-007
1542.600000,3.5920E-007,1542.600000,3.5920E-007,1542.600000,3.5920E-007
1542.650000,3.7870E-007,1542.650000,3.7870E-007,1542.650000,3.7870E-007
1542.700000,3.6410E-007,1542.700000,3.6410E-007,1542.700000,3.6410E-007
1542.750000,3.9640E-007,1542.750000,3.9640E-007,1542.750000,3.9640E-007
1542.800000,4.1080E-007,1542.800000,4.1080E-007,1542.800000,4.1080E-007
1542.850000,3.8480E-007,1542.850000,3.8480E-007,1542.850000,3.8480E-007
1542.900000,3.4990E-007,1542.900000,3.4990E-007,1542.900000,3.4990E-007
1542.950000,3.9320E-007,1542.950000,3.9320E-007,1542.950000,3.9320E-007
1543.000000,4.1290E-007,1543.000000,4.1290E-007,1543.000000,4.1290E-007
1543.050000,3.7080E-007,1543.050000,3.7080E-007,1543.050000,3.7080E-007
1543.100000,4.2580E-007,1543.100000,4.2580E-007,1543.100000,4.2580E-007
1543.150000,3.9530E-007,1543.150000,3.9530E-007,1543.150000,3.9530E-007
1543.200000,3.6560E-007,1543.200000,3.6560E-007,1543.200000,3.6560E-007
1543.250000,4.1390E-007,1543.250000,4.1390E-007,1543.250000,4.1390E-007
1543.300000,4.3730E-007,1543.300000,4.3730E-007,1543.300000,4.3730E-007
1543.350000,3.5430E-007,1543.350000,3.5430E-007,1543.350000,3.5430E-007
1543.400000,4.4330E-007,1543.400000,4.4330E-007,1543.400000,4.4330E-007
1543.450000,4.1620E-007,1543.450000,4.1620E-007,1543.450000,4.1620E-007
1543.500000,4.3100E-007,1543.500000,4.3100E-007,1543.500000,4.3100E-007
1543.550000,4.5270E-007,1543.550000,4.5270E-007,1543.550000,4.5270E-007
1543.600000,4.4080E-007,1543.600000,4.4080E-007,1543.600000,4.4080E-007
1543.650000,4.6700E-007,1543.650000,4.6700E-007,1543.650000,4.6700E-007
1543.700000,4.3970E-007,1543.700000,4.3970E-007,1543.700000,4.3970E-007
1543.750000,4.1820E-007,1543.750000,4.1820E-007,1543.750000,4.1820E-007
1543.800000,4.9890E-007,1543.800000,4.9890E-007,1543.800000,4.9890E-007
1543.850000,5.2420E-007,1543.850000,5.2420E-007,1543.850000,5.2420E-007
1543.900000,4.8680E-007,1543.900000,4.8680E-007,1543.900000,4.8680E-007
1543.950000,4.4140E-007,1543.950000,4.4140E-007,1543.950000,4.4140E-007
1544.000000,5.3280E-007,1544.000000,5.3280E-007,1544.000000,5.3280E-007
1544.050000,4.8770E-007,1544.050000,4.8770E-007,1544.050000,4.8770E-007
1544.100000,5.0280E-007,1544.100000,5.0280E-007,1544.100000,5.0280E-007
1544.150000,4.3200E-007,1544.150000,4.3200E-007,1544.150000,4.3200E-007
1544.200000,4.9150E-007,1544.200000,4.9150E-007,1544.200000,4.9150E-007
1544.250000,5.3890E-007,1544.250000,5.3890E-007,1544.250000,5.3890E-007
1544.300000,5.0260E-007,1544.300000,5.0260E-007,1544.300000,5.0260E-007
1544.350000,5.1360E-007,1544.350000,5.1360E-007,1544.350000,5.1360E-007
1544.400000,5.3870E-007,1544.400000,5.3870E-007,1544.400000,5.3870E-007
1544.450000,5.5980E-007,1544.450000,5.5980E-007,1544.450000,5.5980E-007
1544.500000,5.6180E-007,1544.500000,5.6180E-007,1544.500000,5.6180E-007
1544.550000,5.8390E-007,1544.550000,5.8390E-007,1544.550000,5.8390E-007
1544.600000,6.1530E-007,1544.600000,6.1530E-007,1544.600000,6.1530E-007
1544.650000,5.8290E-007,1544.650000,5.8290E-007,1544.650000,5.8290E-007
1544.700000,5.7580E-007,1544.700000,5.7580E-007,1544.700000,5.7580E-007
1544.750000,6.1840E-007,1544.750000,6.1840E-007,1544.750000,6.1840E-007
1544.800000,5.9270E-007,1544.800000,5.9270E-007,1544.800000,5.9270E-007
1544.850000,5.6110E-007,1544.850000,5.6110E-007,1544.850000,5.6110E-007
1544.900000,6.0180E-007,1544.900000,6.0180E-007,1544.900000,6.0180E-007
1544.950000,6.2320E-007,1544.950000,6.2320E-007,1544.950000,6.2320E-007
1545.000000,6.1190E-007,1545.000000,6.1190E-007,1545.000000,6.1190E-007
1545.050000,5.7230E-007,1545.050000,5.7230E-007,1545.050000,5.7230E-007
1545.100000,6.5470E-007,1545.100000,6.5470E-007,1545.100000,6.5470E-007
1545.150000,6.5430E-007,1545.150000,6.5430E-007,1545.150000,6.5430E-007
1545.200000,6.8370E-007,1545.200000,6.8370E-007,1545.200000,6.8370E-007
1545.250000,6.5970E-007,1545.250000,6.5970E-007,1545.250000,6.5970E-007
1545.300000,6.9920E-007,1545.300000,6.9920E-007,1545.300000,6.9920E-007
1545.350000,7.2420E-007,1545.350000,7.2420E-007,1545.350000,7.2420E-007
1545.400000,7.0100E-007,1545.400000,7.0100E-007,1545.400000,7.0100E-007
1545.450000,6.6080E-007,1545.450000,6.6080E-007,1545.450000,6.6080E-007
1545.500000,7.2820E-007,1545.500000,7.2820E-007,1545.500000,7.2820E-007
1545.550000,7.1430E-007,1545.550000,7.1430E-007,1545.550000,7.1430E-007
1545.600000,7.9310E-007,1545.600000,7.9310E-007,1545.600000,7.9310E-007
1545.650000,8.0360E-007,1545.650000,8.0360E-007,1545.650000,8.0360E-007
1545.700000,7.4770E-007,1545.700000,7.4770E-007,1545.700000,7.4770E-007
1545.750000,7.1170E-007,1545.750000,7.1170E-007,1545.750000,7.1170E-007
1545.800000,7.8050E-007,1545.800000,7.8050E-007,1545.800000,7.8050E-007
1545.850000,8.0910E-007,1545.850000,8.0910E-007,1545.850000,8.0910E-007
1545.900000,7.9590E-007,1545.900000,7.9590E-007,1545.900000,7.9590E-007
1545.950000,8.1750E-007,1545.950000,8.1750E-007,1545.950000,8.1750E-007
1546.000000,8.0130E-007,1546.000000,8.0130E-007,1546.000000,8.0130E-007
1546.050000,8.2390E-007,1546.050000,8.2390E-007,1546.050000,8.2390E-007
1546.100000,8.5860E-007,1546.100000,8.5860E-007,1546.100000,8.5860E-007
1546.150000,8.1500E-007,1546.150000,8.1500E-007,1546.150000,8.1500E-007
1546.200000,8.9400E-007,1546.200000,8.9400E-007,1546.200000,8.9400E-007
1546.250000,7.9000E-007,1546.250000,7.9000E-007,1546.250000,7.9000E-007
1546.300000,8.8420E-007,1546.300000,8.8420E-007,1546.300000,8.8420E-007
1546.350000,8.1820E-007,1546.350000,8.1820E-007,1546.350000,8.1820E-007
1546.400000,9.4100E-007,1546.400000,9.4100E-007,1546.400000,9.4100E-007
1546.450000,8.9200E-007,1546.450000,8.9200E-007,1546.450000,8.9200E-007
1546.500000,9.9690E-007,1546.500000,9.9690E-007,1546.500000,9.9690E-007
1546.550000,9.6120E-007,1546.550000,9.6120E-007,1546.550000,9.6120E-007
1546.600000,9.4970E-007,1546.600000,9.4970E-007,1546.600000,9.4970E-007
1546.650000,9.1880E-007,1546.650000,9.1880E-007,1546.650000,9.1880E-007
1546.700000,9.9750E-007,1546.700000,9.9750E-007,1546.700000,9.9750E-007
1546.750000,9.7410E-007,1546.750000,9.7410E-007,1546.750000,9.7410E-007
1546.800000,1.0070E-006,1546.800000,1.0070E-006,1546.800000,1.0070E-006
1546.850000,9.6650E-007,1546.850000,9.6650E-007,1546.850000,9.6650E-007
1546.900000,1.0160E-006,1546.900000,1.0160E-006,1546.900000,1.0160E-006
1546.950000,9.9530E-007,1546.950000,9.9530E-007,1546.950000,9.9530E-007
1547.000000,1.0770E-006,1547.000000,1.0770E-006,1547.000000,1.0770E-006
1547.050000,1.0010E-006,1547.050000,1.0010E-006,1547.050000,1.0010E-006
1547.100000,1.0980E-006,1547.100000,1.0980E-006,1547.100000,1.0980E-006
1547.150000,1.1280E-006,1547.150000,1.1280E-006,1547.150000,1.1280E-006
1547.200000,1.0530E-006,1547.200000,1.0530E-006,1547.200000,1.0530E-006
1547.250000,1.1200E-006,1547.250000,1.1200E-006,1547.250000,1.1200E-006
1547.300000,1.1570E-006,1547.300000,1.1570E-006,1547.300000,1.1570E-006
1547.350000,1.1440E-006,1547.350000,1.1440E-006,1547.350000,1.1440E-006
1547.400000,1.1320E-006,1547.400000,1.1320E-006,1547.400000,1.1320E-006
1547.450000,1.1340E-006,1547.450000,1.1340E-006,1547.450000,1.1340E-006
1547.500000,1.2200E-006,1547.500000,1.2200E-006,1547.500000,1.2200E-006
1547.550000,1.1400E-006,1547.550000,1.1400E-006,1547.550000,1.1400E-006
1547.600000,1.2440E-006,1547.600000,1.2440E-006,1547.600000,1.2440E-006
1547.650000,1.2320E-006,1547.650000,1.2320E-006,1547.650000,1.2320E-006
1547.700000,1.2920E-006,1547.700000,1.2920E-006,1547.700000,1.2920E-006
1547.750000,1.2750E-006,1547.750000,1.2750E-006,1547.750000,1.2750E-006
1547.800000,1.2650E-006,1547.800000,1.2650E-006,1547.800000,1.2650E-006
1547.850000,1.2840E-006,1547.850000,1.2840E-006,1547.850000,1.2840E-006
1547.900000,1.3630E-006,1547.900000,1.3630E-006,1547.900000,1.3630E-006
1547.950000,1.3530E-006,1547.950000,1.3530E-006,1547.950000,1.3530E-006
1548.000000,1.3440E-006,1548.000000,1.3440E-006,1548.000000,1.3440E-006
1548.050000,1.3340E-006,1548.050000,1.3340E-006,1548.050000,1.3340E-006
1548.100000,1.4380E-006,1548.100000,1.4380E-006,1548.100000,1.4380E-006
1548.150000,1.4420E-006,1548.150000,1.4420E-006,1548.150000,1.4420E-006
1548.200000,1.3860E-006,1548.200000,1.3860E-006,1548.200000,1.3860E-006
1548.250000,1.4510E-006,1548.250000,1.4510E-006,1548.250000,1.4510E-006
1548.300000,1.4840E-006,1548.300000,1.4840E-006,1548.300000,1.4840E-006
1548.350000,1.4730E-006,1548.350000,1.4730E-006,1548.350000,1.4730E-006
1548.400000,1.4440E-006,1548.400000,1.4440E-006,1548.400000,1.4440E-006
1548.450000,1.5280E-006,1548.450000,1.5280E-006,1548.450000,1.5280E-006
1548.500000,1.5470E-006,1548.500000,1.5470E-006,1548.500000,1.5470E-006
1548.550000,1.5490E-006,1548.550000,1.5490E-006,1548.550000,1.5490E-006
1548.600000,1.6140E-006,1548.600000,1.6140E-006,1548.600000,1.6140E-006
1548.650000,1.5930E-006,1548.650000,1.5930E-006,1548.650000,1.5930E-006
1548.700000,1.6100E-006,1548.700000,1.6100E-006,1548.700000,1.6100E-006
1548.750000,1.6570E-006,1548.750000,1.6570E-006,1548.750000,1.6570E-006
1548.800000,1.6830E-006,1548.800000,1.6830E-006,1548.800000,1.6830E-006
1548.850000,1.6910E-006,1548.850000,1.6910E-006,1548.850000,1.6910E-006
1548.900000,1.7250E-006,1548.900000,1.7250E-006,1548.900000,1.7250E-006
1548.950000,1.7610E-006,1548.950000,1.7610E-006,1548.950000,1.7610E-006
1549.000000,1.7370E-006,1549.000000,1.7370E-006,1549.000000,1.7370E-006
1549.050000,1.7470E-006,1549.050000,1.7470E-006,1549.050000,1.7470E-006
1549.100000,1.7970E-006,1549.100000,1.7970E-006,1549.100000,1.7970E-006
1549.150000,1.8390E-006,1549.150000,1.8390E-006,1549.150000,1.8390E-006
1549.200000,1.8480E-006,1549.200000,1.8480E-006,1549.200000,1.8480E-006
1549.250000,1.8560E-006,1549.250000,1.8560E-006,1549.250000,1.8560E-006
1549.300000,1.8800E-006,1549.300000,1.8800E-006,1549.300000,1.8800E-006
1549.350000,1.9320E-006,1549.350000,1.9320E-006,1549.350000,1.9320E-006
1549.400000,1.9450E-006,1549.400000,1.9450E-006,1549.400000,1.9450E-006
1549.450000,1.9820E-006,1549.450000,1.9820E-006,1549.450000,1.9820E-006
1549.500000,1.9460E-006,1549.500000,1.9460E-006,1549.500000,1.9460E-006
1549.550000,2.0000E-006,1549.550000,2.0000E-006,1549.550000,2.0000E-006
1549.600000,2.0620E-006,1549.600000,2.0620E-006,1549.600000,2.0620E-006
1549.650000,1.9960E-006,1549.650000,1.9960E-006,1549.650000,1.9960E-006
1549.700000,2.0660E-006,1549.700000,2.0660E-006,1549.700000,2.0660E-006
1549.750000,2.0830E-006,1549.750000,2.0830E-006,1549.750000,2.0830E-006
1549.800000,2.1500E-006,1549.800000,2.1500E-006,1549.800000,2.1500E-006
1549.850000,2.1490E-006,1549.850000,2.1490E-006,1549.850000,2.1490E-006
1549.900000,2.1720E-006,1549.900000,2.1720E-006,1549.900000,2.1720E-006
1549.950000,2.2020E-006,1549.950000,2.2020E-006,1549.950000,2.2020E-006
1550.000000,2.2000E-006,1550.000000,2.2000E-006,1550.000000,2.2000E-006
1550.050000,2.2660E-006,1550.050000,2.2660E-006,1550.050000,2.2660E-006
1550.100000,2.3440E-006,1550.100000,2.3440E-006,1550.100000,2.3440E-006
1550.150000,2.3470E-006,1550.150000,2.3470E-006,1550.150000,2.3470E-006
1550.200000,2.3090E-006,1550.200000,2.3090E-006,1550.200000,2.3090E-006
1550.250000,2.3860E-006,1550.250000,2.3860E-006,1550.250000,2.3860E-006
1550.300000,2.4140E-006,1550.300000,2.4140E-006,1550.300000,2.4140E-006
1550.350000,2.4420E-006,1550.350000,2.4420E-006,1550.350000,2.4420E-006
1550.400000,2.5000E-006,1550.400000,2.5000E-006,1550.400000,2.5000E-006
1550.450000,2.5200E-006,1550.450000,2.5200E-006,1550.450000,2.5200E-006
1550.500000,2.5140E-006,1550.500000,2.5140E-006,1550.500000,2.5140E-006
1550.550000,2.5220E-006,1550.550000,2.5220E-006,1550.550000,2.5220E-006
1550.600000,2.5870E-006,1550.600000,2.5870E-006,1550.600000,2.5870E-006
1550.650000,2.6350E-006,1550.650000,2.6350E-006,1550.650000,2.6350E-006
1550.700000,2.6360E-006,1550.700000,2.6360E-006,1550.700000,2.6360E-006
1550.750000,2.6580E-006,1550.750000,2.6580E-006,1550.750000,2.6580E-006
1550.800000,2.6990E-006,1550.800000,2.6990E-006,1550.800000,2.6990E-006
1550.850000,2.7760E-006,1550.850000,2.7760E-006,1550.850000,2.7760E-006
1550.900000,2.7660E-006,1550.900000,2.7660E-006,1550.900000,2.7660E-006
1550.950000,2.8060E-006,1550.950000,2.8060E-006,1550.950000,2.8060E-006
1551.000000,2.8250E-006,1551.000000,2.8250E-006,1551.000000,2.8250E-006
1551.050000,2.8910E-006,1551.050000,2.8910E-006,1551.050000,2.8910E-006
1551.100000,2.9950E-006,1551.100000,2.9950E-006,1551.100000,2.9950E-006
1551.150000,2.9650E-006,1551.150000,2.9650E-006,1551.150000,2.9650E-006
1551.200000,3.0270E-006,1551.200000,3.0270E-006,1551.200000,3.0270E-006
1551.250000,3.1120E-006,1551.250000,3.1120E-006,1551.250000,3.1120E-006
1551.300000,3.1200E-006,1551.300000,3.1200E-006,1551.300000,3.1200E-006
1551.350000,3.0860E-006,1551.350000,3.0860E-006,1551.350000,3.0860E-006
1551.400000,3.1830E-006,1551.400000,3.1830E-006,1551.400000,3.1830E-006
1551.450000,3.2370E-006,1551.450000,3.2370E-006,1551.450000,3.2370E-006
1551.500000,3.2820E-006,1551.500000,3.2820E-006,1551.500000,3.2820E-006
1551.550000,3.2810E-006,1551.550000,3.2810E-006,1551.550000,3.2810E-006
1551.600000,3.3450E-006,1551.600000,3.3450E-006,1551.600000,3.3450E-006
1551.650000,3.3610E-006,1551.650000,3.3610E-006,1551.650000,3.3610E-006
1551.700000,3.4370E-006,1551.700000,3.4370E-006,1551.700000,3.4370E-006
1551.750000,3.4920E-006,1551.750000,3.4920E-006,1551.750000,3.4920E-006
1551.800000,3.5280E-006,1551.800000,3.5280E-006,1551.800000,3.5280E-006
1551.850000,3.5080E-006,1551.850000,3.5080E-006,1551.850000,3.5080E-006
1551.900000,3.6180E-006,1551.900000,3.6180E-006,1551.900000,3.6180E-006
1551.950000,3.6840E-006,1551.950000,3.6840E-006,1551.950000,3.6840E-006
1552.000000,3.7650E-006,1552.000000,3.7650E-006,1552.000000,3.7650E-006
1552.050000,3.7410E-006,1552.050000,3.7410E-006,1552.050000,3.7410E-006
1552.100000,3.8240E-006,1552.100000,3.8240E-006,1552.100000,3.8240E-006
1552.150000,3.8820E-006,1552.150000,3.8820E-006,1552.150000,3.8820E-006
1552.200000,3.9710E-006,1552.200000,3.9710E-006,1552.200000,3.9710E-006
1552.250000,4.0680E-006,1552.250000,4.0680E-006,1552.250000,4.0680E-006
1552.300000,4.1110E-006,1552.300000,4.1110E-006,1552.300000,4.1110E-006
1552.350000,4.1810E-006,1552.350000,4.1810E-006,1552.350000,4.1810E-006
1552.400000,4.3160E-006,1552.400000,4.3160E-006,1552.400000,4.3160E-006
1552.450000,4.3680E-006,1552.450000,4.3680E-006,1552.450000,4.3680E-006
1552.500000,4.3730E-006,1552.500000,4.3730E-006,1552.500000,4.3730E-006
1552.550000,4.4590E-006,1552.550000,4.4590E-006,1552.550000,4.4590E-006
1552.600000,4.4830E-006,1552.600000,4.4830E-006,1552.600000,4.4830E-006
1552.650000,4.6110E-006,1552.650000,4.6110E-006,1552.650000,4.6110E-006
1552.700000,4.6000E-006,1552.700000,4.6000E-006,1552.700000,4.6000E-006
1552.750000,4.7570E-006,1552.750000,4.7570E-006,1552.750000,4.7570E-006
1552.800000,4.8040E-006,1552.800000,4.8040E-006,1552.800000,4.8040E-006
1552.850000,4.9760E-006,1552.850000,4.9760E-006,1552.850000,4.9760E-006
1552.900000,4.9640E-006,1552.900000,4.9640E-006,1552.900000,4.9640E-006
1552.950000,5.1270E-006,1552.950000,5.1270E-006,1552.950000,5.1270E-006
1553.000000,5.2320E-006,1553.000000,5.2320E-006,1553.000000,5.2320E-006
1553.050000,5.1690E-006,1553.050000,5.1690E-006,1553.050000,5.1690E-006
1553.100000,5.2820E-006,1553.100000,5.2820E-006,1553.100000,5.2820E-006
1553.150000,5.4050E-006,1553.150000,5.4050E-006,1553.150000,5.4050E-006
1553.200000,5.4470E-006,1553.200000,5.4470E-006,1553.200000,5.4470E-006
1553.250000,5.5820E-006,1553.250000,5.5820E-006,1553.250000,5.5820E-006
1553.300000,5.7170E-006,1553.300000,5.7170E-006,1553.300000,5.7170E-006
1553.350000,5.9320E-006,1553.350000,5.9320E-006,1553.350000,5.9320E-006
1553.400000,6.0650E-006,1553.400000,6.0650E-006,1553.400000,6.0650E-006
1553.450000,6.1230E-006,1553.450000,6.1230E-006,1553.450000,6.1230E-006
1553.500000,6.2380E-006,1553.500000,6.2380E-006,1553.500000,6.2380E-006
1553.550000,6.3850E-006,1553.550000,6.3850E-006,1553.550000,6.3850E-006
1553.600000,6.5560E-006,1553.600000,6.5560E-006,1553.600000,6.5560E-006
1553.650000,6.5690E-006,1553.650000,6.5690E-006,1553.650000,6.5690E-006
1553.700000,6.7550E-006,1553.700000,6.7550E-006,1553.700000,6.7550E-006
1553.750000,6.8110E-006,1553.750000,6.8110E-006,1553.750000,6.8110E-006
1553.800000,7.1620E-006,1553.800000,7.1620E-006,1553.800000,7.1620E-006
1553.850000,7.1970E-006,1553.850000,7.1970E-006,1553.850000,7.1970E-006
1553.900000,7.3270E-006,1553.900000,7.3270E-006,1553.900000,7.3270E-006
1553.950000,7.6220E-006,1553.950000,7.6220E-006,1553.950000,7.6220E-006
1554.000000,7.6680E-006,1554.000000,7.6680E-006,1554.000000,7.6680E-006
1554.050000,7.9090E-006,1554.050000,7.9090E-006,1554.050000,7.9090E-006
1554.100000,7.9960E-006,1554.100000,7.9960E-006,1554.100000,7.9960E-006
1554.150000,8.3280E-006,1554.150000,8.3280E-006,1554.150000,8.3280E-006
1554.200000,8.4200E-006,1554.200000,8.4200E-006,1554.200000,8.4200E-006
1554.250000,8.5570E-006,1554.250000,8.5570E-006,1554.250000,8.5570E-006
1554.300000,8.8150E-006,1554.300000,8.8150E-006,1554.300000,8.8150E-006
1554.350000,9.2180E-006,1554.350000,9.2180E-006,1554.350000,9.2180E-006
1554.400000,9.4200E-006,1554.400000,9.4200E-006,1554.400000,9.4200E-006
1554.450000,9.8840E-006,1554.450000,9.8840E-006,1554.450000,9.8840E-006
1554.500000,1.0190E-005,1554.500000,1.0190E-005,1554.500000,1.0190E-005
1554.550000,1.0610E-005,1554.550000,1.0610E-005,1554.550000,1.0610E-005
1554.600000,1.0950E-005,1554.600000,1.0950E-005,1554.600000,1.0950E-005
